id	pLDDT_Rank1
ProtGPT2_10455	79.13
ProtGPT2_10601	74.89
ProtGPT2_10924	74.79
ProtGPT2_11025	76.50
ProtGPT2_1120	83.07
ProtGPT2_11436	73.45
ProtGPT2_11611	66.55
ProtGPT2_11785	80.91
ProtGPT2_11791	72.51
ProtGPT2_12360	80.75
ProtGPT2_13013	73.73
ProtGPT2_13484	69.52
ProtGPT2_13923	80.10
ProtGPT2_13961	76.38
ProtGPT2_14084	78.32
ProtGPT2_14126	71.69
ProtGPT2_14271	77.75
ProtGPT2_14320	79.38
ProtGPT2_14443	62.26
ProtGPT2_14854	72.46
ProtGPT2_14933	74.01
ProtGPT2_14942	80.69
ProtGPT2_15079	83.58
ProtGPT2_15163	78.68
ProtGPT2_15409	70.75
ProtGPT2_1548	56.07
ProtGPT2_15754	74.93
ProtGPT2_15758	68.59
ProtGPT2_15767	73.73
ProtGPT2_15786	75.07
ProtGPT2_15832	71.72
ProtGPT2_1598	67.01
ProtGPT2_1612	72.78
ProtGPT2_16182	70.09
ProtGPT2_16265	80.44
ProtGPT2_16350	79.11
ProtGPT2_16451	77.80
ProtGPT2_16527	76.20
ProtGPT2_16910	68.47
ProtGPT2_1695	77.35
ProtGPT2_16984	71.97
ProtGPT2_17050	69.26
ProtGPT2_17090	76.97
ProtGPT2_17606	68.71
ProtGPT2_1790	68.63
ProtGPT2_1888	79.12
ProtGPT2_1954	71.58
ProtGPT2_2010	76.87
ProtGPT2_2108	63.41
ProtGPT2_2224	72.27
ProtGPT2_2365	69.78
ProtGPT2_2375	82.44
ProtGPT2_2445	80.38
ProtGPT2_2773	70.05
ProtGPT2_2819	69.64
ProtGPT2_3704	71.86
ProtGPT2_3814	69.03
ProtGPT2_3962	68.66
ProtGPT2_5195	61.66
ProtGPT2_5421	71.49
ProtGPT2_5441	61.61
ProtGPT2_5731	78.78
ProtGPT2_6056	63.39
ProtGPT2_6238	81.04
ProtGPT2_6472	77.91
ProtGPT2_6500	62.19
ProtGPT2_6780	66.78
ProtGPT2_7492	69.90
ProtGPT2_7806	72.36
ProtGPT2_8024	74.23
ProtGPT2_8227	73.20
ProtGPT2_8274	75.90
ProtGPT2_855	71.44
ProtGPT2_9577	72.62
ProtGPT2_9725	83.26
ProtGPT2_10576	66.91
ProtGPT2_11218	58.97
ProtGPT2_11946	71.96
ProtGPT2_12483	56.24
ProtGPT2_13004	68.29
ProtGPT2_13952	80.97
ProtGPT2_15043	67.27
ProtGPT2_15081	60.70
ProtGPT2_15504	53.15
ProtGPT2_15595	55.20
ProtGPT2_16988	67.39
ProtGPT2_17073	70.58
ProtGPT2_17435	57.67
ProtGPT2_17730	67.01
ProtGPT2_2188	66.54
ProtGPT2_3426	84.42
ProtGPT2_3608	59.24
ProtGPT2_5910	62.61
ProtGPT2_6219	64.09
ProtGPT2_6626	74.50
ProtGPT2_7288	73.32
ProtGPT2_8300	62.44
ProtGPT2_8919	66.60
ProtGPT2_9911	65.70
ProtGPT2_9955	72.70
