id	pLDDT_Rank1
CVAE_10533	70.69
CVAE_10722	76.84
CVAE_10845	74.73
CVAE_10940	83.04
CVAE_11014	77.29
CVAE_11127	76.08
CVAE_1125	73.10
CVAE_11304	73.75
CVAE_11337	71.58
CVAE_11414	75.95
CVAE_11494	73.27
CVAE_1152	79.62
CVAE_11651	85.33
CVAE_1169	74.81
CVAE_11733	73.31
CVAE_11810	76.41
CVAE_11833	76.44
CVAE_12539	68.28
CVAE_12550	68.82
CVAE_12858	67.08
CVAE_12922	75.26
CVAE_13095	76.93
CVAE_13227	65.38
CVAE_1343	76.72
CVAE_13866	75.77
CVAE_13868	74.67
CVAE_13992	73.95
CVAE_14087	74.27
CVAE_1409	69.77
CVAE_14211	75.92
CVAE_14306	72.66
CVAE_14474	67.06
CVAE_14564	65.20
CVAE_14906	62.35
CVAE_14920	74.94
CVAE_15021	80.12
CVAE_153	77.63
CVAE_15470	70.66
CVAE_15537	72.33
CVAE_15675	72.08
CVAE_15789	79.22
CVAE_15816	66.03
CVAE_16278	72.27
CVAE_16345	88.65
CVAE_1677	73.69
CVAE_171	67.80
CVAE_17101	71.65
CVAE_17325	70.19
CVAE_17671	80.34
CVAE_1769	75.15
CVAE_1771	73.69
CVAE_17798	78.26
CVAE_17898	72.53
CVAE_18233	77.88
CVAE_18589	71.89
CVAE_1935	76.43
CVAE_2125	92.91
CVAE_2191	72.06
CVAE_2230	73.35
CVAE_227	76.37
CVAE_245	79.07
CVAE_2520	80.79
CVAE_2533	77.42
CVAE_2931	83.12
CVAE_3126	71.42
CVAE_341	79.75
CVAE_3428	86.44
CVAE_3433	79.12
CVAE_344	79.29
CVAE_3678	72.50
CVAE_4426	91.99
CVAE_4438	70.41
CVAE_4507	74.10
CVAE_4662	71.96
CVAE_5050	75.35
CVAE_548	81.96
CVAE_5629	66.87
CVAE_5900	68.27
CVAE_6133	77.22
CVAE_6136	75.66
CVAE_6499	74.64
CVAE_6503	76.39
CVAE_6662	77.67
CVAE_7072	77.85
CVAE_7154	70.18
CVAE_724	63.58
CVAE_7357	86.37
CVAE_7374	77.82
CVAE_749	75.92
CVAE_7936	76.06
CVAE_8007	67.01
CVAE_8305	83.02
CVAE_8348	72.30
CVAE_8409	72.32
CVAE_8757	72.95
CVAE_9126	81.03
CVAE_920	77.14
CVAE_9352	74.44
CVAE_9366	78.15
CVAE_9903	67.87
