id	pLDDT_Rank1
CVAE_10099	73.02
CVAE_1012	73.94
CVAE_10228	83.49
CVAE_10258	79.57
CVAE_10288	72.51
CVAE_10314	70.95
CVAE_10452	77.16
CVAE_10608	70.48
CVAE_10795	82.24
CVAE_10801	79.82
CVAE_10842	80.13
CVAE_11205	76.53
CVAE_11376	73.51
CVAE_11539	76.22
CVAE_1172	75.52
CVAE_11956	72.35
CVAE_12027	77.09
CVAE_1224	81.47
CVAE_12303	78.74
CVAE_12357	80.92
CVAE_12403	79.02
CVAE_12595	65.08
CVAE_13151	74.02
CVAE_1348	81.74
CVAE_13485	77.80
CVAE_135	76.64
CVAE_13594	75.07
CVAE_13744	77.90
CVAE_13769	80.59
CVAE_13899	75.71
CVAE_13981	74.00
CVAE_14210	74.63
CVAE_14241	71.81
CVAE_14363	72.22
CVAE_14439	74.62
CVAE_14693	73.04
CVAE_14740	88.68
CVAE_15029	71.57
CVAE_15066	70.10
CVAE_15385	71.87
CVAE_16606	83.93
CVAE_16672	73.40
CVAE_16814	68.82
CVAE_16949	79.85
CVAE_17055	83.59
CVAE_17217	75.80
CVAE_17224	78.95
CVAE_17353	73.76
CVAE_1760	72.62
CVAE_17612	72.19
CVAE_1814	75.63
CVAE_18236	71.11
CVAE_18281	72.71
CVAE_1976	66.99
CVAE_2268	72.16
CVAE_2778	74.52
CVAE_2917	75.54
CVAE_308	70.20
CVAE_3139	72.40
CVAE_3357	75.92
CVAE_3367	70.50
CVAE_374	69.91
CVAE_3819	81.10
CVAE_3822	70.77
CVAE_3835	66.75
CVAE_4068	78.05
CVAE_4168	73.04
CVAE_4177	72.58
CVAE_4221	74.34
CVAE_4616	77.18
CVAE_4909	80.81
CVAE_5090	73.51
CVAE_5092	76.77
CVAE_5132	83.98
CVAE_5212	76.26
CVAE_618	72.76
CVAE_6210	68.54
CVAE_623	75.00
CVAE_6263	77.46
CVAE_6508	80.83
CVAE_6557	78.04
CVAE_6597	70.45
CVAE_6985	59.81
CVAE_708	67.36
CVAE_726	71.05
CVAE_7344	80.19
CVAE_7358	79.59
CVAE_7554	69.30
CVAE_8039	67.78
CVAE_822	68.91
CVAE_8511	72.74
CVAE_9119	74.46
CVAE_9204	83.53
CVAE_9222	70.97
CVAE_9307	72.92
CVAE_9357	79.27
CVAE_936	70.77
CVAE_9538	75.77
CVAE_9809	77.73
CVAE_9908	74.20
