id	pLDDT_Rank1
ProtGPT2_10047	79.55
ProtGPT2_10173	67.75
ProtGPT2_10195	73.69
ProtGPT2_10348	72.69
ProtGPT2_10421	62.57
ProtGPT2_10467	59.38
ProtGPT2_10504	70.09
ProtGPT2_10726	76.79
ProtGPT2_10747	73.94
ProtGPT2_10879	70.16
ProtGPT2_109	55.38
ProtGPT2_10916	74.14
ProtGPT2_10939	83.57
ProtGPT2_10983	67.11
ProtGPT2_11112	74.22
ProtGPT2_1153	72.83
ProtGPT2_11535	57.78
ProtGPT2_11913	77.62
ProtGPT2_12448	79.81
ProtGPT2_12693	72.85
ProtGPT2_13	70.21
ProtGPT2_13227	66.14
ProtGPT2_13302	56.63
ProtGPT2_13355	64.93
ProtGPT2_13437	63.62
ProtGPT2_13507	62.92
ProtGPT2_13616	65.42
ProtGPT2_13619	70.20
ProtGPT2_13895	88.68
ProtGPT2_13919	71.90
ProtGPT2_13920	81.53
ProtGPT2_14031	73.50
ProtGPT2_14425	59.19
ProtGPT2_14516	58.09
ProtGPT2_14731	67.80
ProtGPT2_14815	63.15
ProtGPT2_14882	70.52
ProtGPT2_15092	70.92
ProtGPT2_15142	72.37
ProtGPT2_15187	83.64
ProtGPT2_15223	68.20
ProtGPT2_15284	86.32
ProtGPT2_15563	66.83
ProtGPT2_15597	90.16
ProtGPT2_15631	56.18
ProtGPT2_1567	76.99
ProtGPT2_16562	71.63
ProtGPT2_16677	81.58
ProtGPT2_16721	75.91
ProtGPT2_16824	72.29
ProtGPT2_17263	70.06
ProtGPT2_17385	66.46
ProtGPT2_17648	84.55
ProtGPT2_17798	73.21
ProtGPT2_2270	77.79
ProtGPT2_2491	60.85
ProtGPT2_2765	83.99
ProtGPT2_2852	59.30
ProtGPT2_3110	74.97
ProtGPT2_3138	70.21
ProtGPT2_3146	71.91
ProtGPT2_3272	75.28
ProtGPT2_3305	66.75
ProtGPT2_342	64.64
ProtGPT2_3602	74.17
ProtGPT2_3656	75.91
ProtGPT2_3804	80.18
ProtGPT2_391	73.76
ProtGPT2_3928	70.63
ProtGPT2_4071	60.41
ProtGPT2_4152	90.92
ProtGPT2_4247	63.29
ProtGPT2_4284	74.78
ProtGPT2_4318	71.84
ProtGPT2_4519	75.54
ProtGPT2_4960	72.65
ProtGPT2_5427	60.71
ProtGPT2_5450	69.38
ProtGPT2_5459	81.62
ProtGPT2_5582	73.89
ProtGPT2_5891	76.90
ProtGPT2_5921	72.98
ProtGPT2_6170	72.18
ProtGPT2_6182	69.55
ProtGPT2_6526	71.68
ProtGPT2_6662	75.27
ProtGPT2_692	66.73
ProtGPT2_709	71.79
ProtGPT2_7393	53.74
ProtGPT2_7524	68.02
ProtGPT2_7762	66.24
ProtGPT2_7965	78.63
ProtGPT2_8261	85.96
ProtGPT2_8339	70.85
ProtGPT2_8726	66.06
ProtGPT2_9	70.50
ProtGPT2_9079	77.17
ProtGPT2_9158	71.92
ProtGPT2_9307	72.68
ProtGPT2_9367	65.97
