id	pLDDT_Rank1
CVAE_10068	71.42
CVAE_10385	77.85
CVAE_10461	74.04
CVAE_1090	83.80
CVAE_1093	75.80
CVAE_11056	69.33
CVAE_11103	76.51
CVAE_11113	73.76
CVAE_11498	72.94
CVAE_11653	76.91
CVAE_11712	76.55
CVAE_11825	68.24
CVAE_11977	74.30
CVAE_12265	73.74
CVAE_12296	85.07
CVAE_12445	71.84
CVAE_12473	73.22
CVAE_12542	80.95
CVAE_12866	68.50
CVAE_12897	75.21
CVAE_13024	83.59
CVAE_13081	73.20
CVAE_13150	68.42
CVAE_13545	86.59
CVAE_1404	69.94
CVAE_1420	74.06
CVAE_14319	80.24
CVAE_14548	73.36
CVAE_14780	69.81
CVAE_14870	88.99
CVAE_15142	69.94
CVAE_15154	70.09
CVAE_15549	65.98
CVAE_15602	75.39
CVAE_15767	69.11
CVAE_16021	72.25
CVAE_16296	84.75
CVAE_16881	78.03
CVAE_17029	78.33
CVAE_17268	73.86
CVAE_17277	70.38
CVAE_17421	87.85
CVAE_17438	69.49
CVAE_1745	69.88
CVAE_17574	81.10
CVAE_17881	75.53
CVAE_17887	70.87
CVAE_17999	81.43
CVAE_18080	93.72
CVAE_18611	71.02
CVAE_2007	73.89
CVAE_2063	75.28
CVAE_2077	87.18
CVAE_2113	76.20
CVAE_2372	77.10
CVAE_2509	72.28
CVAE_2527	78.70
CVAE_2793	78.55
CVAE_2806	71.42
CVAE_2906	78.01
CVAE_3337	73.83
CVAE_4080	64.05
CVAE_4088	74.44
CVAE_4232	80.07
CVAE_4348	73.18
CVAE_4354	66.96
CVAE_4434	73.10
CVAE_4571	81.15
CVAE_5121	77.83
CVAE_5141	74.96
CVAE_520	74.53
CVAE_5391	72.28
CVAE_5661	77.22
CVAE_573	68.00
CVAE_6003	78.11
CVAE_648	66.28
CVAE_687	79.17
CVAE_7117	79.64
CVAE_7289	72.27
CVAE_7317	70.13
CVAE_7352	64.24
CVAE_7382	79.76
CVAE_7442	76.63
CVAE_7693	90.88
CVAE_7887	67.41
CVAE_7907	73.91
CVAE_8162	73.44
CVAE_8463	75.28
CVAE_8728	73.68
CVAE_8814	72.45
CVAE_8875	73.75
CVAE_8971	79.01
CVAE_9400	77.58
CVAE_9415	86.01
CVAE_9435	80.09
CVAE_961	77.12
CVAE_9656	81.21
CVAE_9738	55.05
CVAE_9760	65.94
CVAE_9988	77.56
