id	pLDDT_Rank1
ProtGPT2_10265	67.28
ProtGPT2_10306	75.23
ProtGPT2_10397	77.10
ProtGPT2_1049	71.22
ProtGPT2_10754	79.67
ProtGPT2_11104	79.75
ProtGPT2_11177	69.70
ProtGPT2_11591	70.18
ProtGPT2_11643	66.97
ProtGPT2_11755	76.96
ProtGPT2_12102	69.39
ProtGPT2_12111	67.87
ProtGPT2_12248	49.89
ProtGPT2_12536	86.18
ProtGPT2_1296	68.79
ProtGPT2_13098	80.93
ProtGPT2_1321	72.83
ProtGPT2_13606	54.08
ProtGPT2_13620	85.97
ProtGPT2_13660	72.51
ProtGPT2_13754	74.70
ProtGPT2_13783	80.99
ProtGPT2_13977	76.41
ProtGPT2_1411	79.20
ProtGPT2_14287	58.37
ProtGPT2_14495	82.52
ProtGPT2_1458	79.93
ProtGPT2_14974	77.64
ProtGPT2_15692	63.34
ProtGPT2_1573	68.60
ProtGPT2_15914	69.48
ProtGPT2_15923	78.12
ProtGPT2_1635	68.03
ProtGPT2_16520	62.21
ProtGPT2_16552	72.57
ProtGPT2_16594	74.71
ProtGPT2_16603	81.60
ProtGPT2_171	88.94
ProtGPT2_17266	69.20
ProtGPT2_17308	66.42
ProtGPT2_17762	71.80
ProtGPT2_17803	63.40
ProtGPT2_2043	79.33
ProtGPT2_2131	74.27
ProtGPT2_2176	70.74
ProtGPT2_223	66.95
ProtGPT2_2443	63.75
ProtGPT2_267	79.80
ProtGPT2_2936	80.91
ProtGPT2_2964	76.78
ProtGPT2_3216	63.56
ProtGPT2_3223	72.17
ProtGPT2_3344	64.05
ProtGPT2_339	67.89
ProtGPT2_3866	67.52
ProtGPT2_4027	58.42
ProtGPT2_408	77.22
ProtGPT2_4453	61.88
ProtGPT2_4579	81.46
ProtGPT2_4591	71.16
ProtGPT2_481	72.97
ProtGPT2_4955	73.45
ProtGPT2_5260	49.72
ProtGPT2_5323	77.42
ProtGPT2_5406	65.68
ProtGPT2_5507	61.26
ProtGPT2_5759	79.25
ProtGPT2_5874	77.58
ProtGPT2_6323	78.49
ProtGPT2_6338	67.27
ProtGPT2_640	79.77
ProtGPT2_669	77.92
ProtGPT2_6713	67.20
ProtGPT2_673	60.80
ProtGPT2_6783	76.13
ProtGPT2_6858	62.78
ProtGPT2_6887	62.48
ProtGPT2_6915	74.79
ProtGPT2_6921	70.63
ProtGPT2_7125	67.45
ProtGPT2_7137	77.22
ProtGPT2_7235	79.47
ProtGPT2_7407	75.16
ProtGPT2_7606	67.06
ProtGPT2_7614	56.76
ProtGPT2_7799	77.65
ProtGPT2_8136	69.77
ProtGPT2_8310	75.30
ProtGPT2_864	64.67
ProtGPT2_8848	64.83
ProtGPT2_8893	80.57
ProtGPT2_9085	59.48
ProtGPT2_9137	70.93
ProtGPT2_9299	74.55
ProtGPT2_953	76.11
ProtGPT2_9537	75.81
ProtGPT2_9635	68.41
ProtGPT2_9781	77.48
ProtGPT2_9790	68.49
ProtGPT2_9997	73.73
