id	pLDDT_Rank1
ProtGPT2_10258	74.31
ProtGPT2_10280	67.28
ProtGPT2_10297	84.24
ProtGPT2_10416	68.99
ProtGPT2_10551	59.46
ProtGPT2_10677	78.56
ProtGPT2_10743	64.04
ProtGPT2_10918	69.34
ProtGPT2_11480	64.14
ProtGPT2_11595	59.17
ProtGPT2_11769	64.99
ProtGPT2_12282	67.83
ProtGPT2_12315	71.17
ProtGPT2_12355	68.77
ProtGPT2_12539	70.09
ProtGPT2_12835	58.12
ProtGPT2_129	72.91
ProtGPT2_13150	73.69
ProtGPT2_13178	79.09
ProtGPT2_13253	64.74
ProtGPT2_1337	72.08
ProtGPT2_13755	75.99
ProtGPT2_13836	60.53
ProtGPT2_13927	71.02
ProtGPT2_13964	71.76
ProtGPT2_13996	79.00
ProtGPT2_14135	65.38
ProtGPT2_14385	76.40
ProtGPT2_14612	76.85
ProtGPT2_14680	76.52
ProtGPT2_14770	71.98
ProtGPT2_14866	77.98
ProtGPT2_14927	75.77
ProtGPT2_15247	78.98
ProtGPT2_15374	67.70
ProtGPT2_15402	81.76
ProtGPT2_15437	67.34
ProtGPT2_1553	79.07
ProtGPT2_15586	71.38
ProtGPT2_1588	75.46
ProtGPT2_16174	63.01
ProtGPT2_16338	68.31
ProtGPT2_16452	69.89
ProtGPT2_1653	57.97
ProtGPT2_1663	73.52
ProtGPT2_16669	73.91
ProtGPT2_1677	77.47
ProtGPT2_16938	77.39
ProtGPT2_16975	74.64
ProtGPT2_17052	50.90
ProtGPT2_17219	58.79
ProtGPT2_1811	69.00
ProtGPT2_185	66.12
ProtGPT2_238	82.99
ProtGPT2_2425	70.51
ProtGPT2_2479	64.18
ProtGPT2_2616	65.41
ProtGPT2_2635	83.69
ProtGPT2_2651	68.73
ProtGPT2_3184	64.27
ProtGPT2_3218	76.18
ProtGPT2_3282	59.75
ProtGPT2_3327	75.44
ProtGPT2_3414	66.82
ProtGPT2_3568	65.26
ProtGPT2_3582	76.56
ProtGPT2_3820	51.72
ProtGPT2_3860	56.62
ProtGPT2_3877	71.69
ProtGPT2_3978	55.02
ProtGPT2_4058	70.66
ProtGPT2_4313	76.45
ProtGPT2_4922	74.50
ProtGPT2_497	76.09
ProtGPT2_4975	74.70
ProtGPT2_5159	62.98
ProtGPT2_5243	82.01
ProtGPT2_5424	64.99
ProtGPT2_5590	84.71
ProtGPT2_5598	77.82
ProtGPT2_627	79.83
ProtGPT2_6426	63.33
ProtGPT2_659	61.51
ProtGPT2_6653	80.50
ProtGPT2_677	67.84
ProtGPT2_6771	77.98
ProtGPT2_6902	75.06
ProtGPT2_7057	76.12
ProtGPT2_7105	64.82
ProtGPT2_7149	69.79
ProtGPT2_7349	72.10
ProtGPT2_7378	73.21
ProtGPT2_7617	68.16
ProtGPT2_7783	78.55
ProtGPT2_8133	77.73
ProtGPT2_8646	65.14
ProtGPT2_8846	78.40
ProtGPT2_9037	70.29
ProtGPT2_9419	73.63
ProtGPT2_9891	73.90
