id	pLDDT_Rank1
ProtGPT2_10433	71.66
ProtGPT2_10459	69.07
ProtGPT2_10909	64.84
ProtGPT2_11089	64.87
ProtGPT2_11640	77.02
ProtGPT2_11703	65.06
ProtGPT2_11873	76.82
ProtGPT2_12028	73.37
ProtGPT2_12213	74.70
ProtGPT2_12296	57.68
ProtGPT2_12346	70.31
ProtGPT2_12640	66.44
ProtGPT2_12681	71.69
ProtGPT2_1285	82.12
ProtGPT2_12898	65.45
ProtGPT2_13005	58.27
ProtGPT2_13114	64.04
ProtGPT2_1314	61.35
ProtGPT2_13789	74.54
ProtGPT2_13804	73.67
ProtGPT2_13968	79.35
ProtGPT2_13969	75.33
ProtGPT2_1408	76.49
ProtGPT2_14238	74.44
ProtGPT2_14274	68.17
ProtGPT2_1442	76.59
ProtGPT2_14602	69.87
ProtGPT2_14732	79.13
ProtGPT2_15707	75.35
ProtGPT2_15711	61.18
ProtGPT2_16134	74.20
ProtGPT2_16187	64.60
ProtGPT2_16234	57.30
ProtGPT2_16285	72.80
ProtGPT2_16392	61.57
ProtGPT2_16912	76.61
ProtGPT2_16991	77.16
ProtGPT2_17332	92.80
ProtGPT2_17520	78.31
ProtGPT2_17621	65.02
ProtGPT2_1851	69.05
ProtGPT2_2042	78.67
ProtGPT2_2071	73.67
ProtGPT2_2208	74.73
ProtGPT2_2432	76.38
ProtGPT2_2505	65.99
ProtGPT2_2607	68.37
ProtGPT2_2875	71.20
ProtGPT2_2970	70.82
ProtGPT2_3168	69.40
ProtGPT2_373	62.91
ProtGPT2_3798	73.32
ProtGPT2_3838	77.77
ProtGPT2_3859	75.53
ProtGPT2_4112	73.91
ProtGPT2_427	69.25
ProtGPT2_4473	69.34
ProtGPT2_4688	64.80
ProtGPT2_4843	75.94
ProtGPT2_4916	68.34
ProtGPT2_5120	63.60
ProtGPT2_5453	82.68
ProtGPT2_5491	70.62
ProtGPT2_5784	70.51
ProtGPT2_5792	63.79
ProtGPT2_5810	62.21
ProtGPT2_594	68.49
ProtGPT2_601	76.38
ProtGPT2_6198	83.04
ProtGPT2_6284	77.59
ProtGPT2_6476	71.71
ProtGPT2_6710	78.40
ProtGPT2_6929	60.29
ProtGPT2_7159	67.22
ProtGPT2_728	77.78
ProtGPT2_7343	72.91
ProtGPT2_7405	75.25
ProtGPT2_7460	60.37
ProtGPT2_7471	67.45
ProtGPT2_7613	80.30
ProtGPT2_7775	68.59
ProtGPT2_8162	63.73
ProtGPT2_827	77.23
ProtGPT2_83	77.47
ProtGPT2_8390	68.66
ProtGPT2_8605	68.65
ProtGPT2_8705	71.97
ProtGPT2_9027	75.46
ProtGPT2_904	74.17
ProtGPT2_9113	75.20
ProtGPT2_9167	70.66
ProtGPT2_9237	69.42
ProtGPT2_9316	65.14
ProtGPT2_9322	69.28
ProtGPT2_9358	65.99
ProtGPT2_9517	69.07
ProtGPT2_9526	66.75
ProtGPT2_9647	59.33
ProtGPT2_9746	82.22
ProtGPT2_9808	74.45
