id	pLDDT_Rank1
CVAE_10276	75.98
CVAE_10376	73.59
CVAE_10436	71.56
CVAE_10442	77.28
CVAE_10450	82.13
CVAE_10467	74.45
CVAE_106	76.95
CVAE_10684	79.12
CVAE_10882	75.32
CVAE_1094	79.22
CVAE_11300	79.22
CVAE_11657	82.27
CVAE_11906	72.57
CVAE_11941	75.13
CVAE_12077	76.98
CVAE_12136	78.76
CVAE_12219	71.00
CVAE_12231	78.01
CVAE_12283	80.83
CVAE_12286	72.14
CVAE_12295	68.43
CVAE_12774	69.86
CVAE_13408	62.42
CVAE_13423	74.95
CVAE_13819	87.00
CVAE_13891	75.11
CVAE_13912	75.21
CVAE_14278	78.37
CVAE_14347	77.40
CVAE_14437	78.75
CVAE_14451	76.77
CVAE_14553	86.68
CVAE_14581	77.26
CVAE_14583	73.97
CVAE_146	66.85
CVAE_15010	80.52
CVAE_15157	78.96
CVAE_15716	68.91
CVAE_16024	72.06
CVAE_16270	77.75
CVAE_16517	74.63
CVAE_16779	77.11
CVAE_16798	82.31
CVAE_17348	74.68
CVAE_17688	63.35
CVAE_1775	73.43
CVAE_1777	70.24
CVAE_18182	80.36
CVAE_18373	77.77
CVAE_18416	76.70
CVAE_18508	81.47
CVAE_18595	71.91
CVAE_1997	74.21
CVAE_2132	60.81
CVAE_2149	82.81
CVAE_2224	80.09
CVAE_2235	75.16
CVAE_2262	67.15
CVAE_3020	74.29
CVAE_360	77.34
CVAE_3896	71.70
CVAE_3958	71.32
CVAE_406	70.74
CVAE_4165	76.15
CVAE_419	73.79
CVAE_4247	71.48
CVAE_4373	73.24
CVAE_4421	63.62
CVAE_4544	84.21
CVAE_4850	75.93
CVAE_5048	73.66
CVAE_5244	71.95
CVAE_5380	76.42
CVAE_5547	68.24
CVAE_5644	73.32
CVAE_5686	68.54
CVAE_6346	73.66
CVAE_6433	68.23
CVAE_6489	65.37
CVAE_6620	80.36
CVAE_682	76.69
CVAE_7103	75.47
CVAE_7125	73.16
CVAE_7140	79.53
CVAE_7284	80.66
CVAE_7469	80.09
CVAE_7836	77.22
CVAE_7875	75.87
CVAE_8090	87.77
CVAE_817	68.11
CVAE_8471	72.44
CVAE_8771	72.02
CVAE_8844	63.67
CVAE_899	80.20
CVAE_9017	72.26
CVAE_9135	78.04
CVAE_9311	74.70
CVAE_9647	82.44
CVAE_9676	68.88
CVAE_9813	71.57
