id	pLDDT_Rank1
CVAE_10330	78.36
CVAE_10407	78.61
CVAE_10486	75.42
CVAE_10648	78.57
CVAE_10719	69.53
CVAE_10791	66.08
CVAE_10985	70.00
CVAE_11114	71.05
CVAE_1119	70.74
CVAE_1126	70.11
CVAE_11385	69.64
CVAE_11597	78.01
CVAE_11682	77.10
CVAE_12475	79.07
CVAE_126	85.26
CVAE_12621	84.91
CVAE_12778	64.73
CVAE_13085	74.07
CVAE_13268	65.77
CVAE_13620	73.34
CVAE_13872	82.01
CVAE_13978	66.39
CVAE_14279	70.45
CVAE_14337	76.29
CVAE_14369	75.95
CVAE_14489	69.85
CVAE_14621	76.29
CVAE_14738	71.77
CVAE_15008	79.83
CVAE_15035	74.59
CVAE_15145	78.73
CVAE_15561	74.69
CVAE_15699	69.43
CVAE_15731	68.67
CVAE_15737	76.27
CVAE_15824	69.59
CVAE_15904	66.17
CVAE_16204	76.50
CVAE_16682	74.13
CVAE_167	76.31
CVAE_16828	76.20
CVAE_17146	75.71
CVAE_17487	78.14
CVAE_18107	70.13
CVAE_18323	70.33
CVAE_2003	67.17
CVAE_2009	72.89
CVAE_2171	72.16
CVAE_2189	80.53
CVAE_2327	75.05
CVAE_2436	61.16
CVAE_259	78.74
CVAE_2840	82.45
CVAE_297	65.95
CVAE_3169	80.75
CVAE_3199	71.03
CVAE_3226	68.45
CVAE_3394	82.26
CVAE_3398	68.57
CVAE_3894	66.63
CVAE_3909	70.29
CVAE_3997	68.09
CVAE_4233	73.35
CVAE_4378	76.70
CVAE_4839	74.95
CVAE_4896	78.13
CVAE_51	76.18
CVAE_5158	79.66
CVAE_5426	75.46
CVAE_563	77.44
CVAE_6053	77.86
CVAE_6352	65.48
CVAE_6437	77.80
CVAE_6554	71.89
CVAE_6623	77.62
CVAE_6868	75.32
CVAE_732	75.31
CVAE_7326	79.66
CVAE_7391	79.01
CVAE_7835	73.79
CVAE_7904	69.32
CVAE_8199	72.90
CVAE_8218	74.89
CVAE_825	68.69
CVAE_8573	77.04
CVAE_865	73.46
CVAE_8694	73.33
CVAE_8735	72.06
CVAE_9040	82.54
CVAE_9068	69.41
CVAE_9127	71.32
CVAE_9130	83.12
CVAE_9148	73.65
CVAE_9174	82.58
CVAE_9314	73.60
CVAE_9506	72.14
CVAE_9654	74.07
CVAE_9741	75.70
CVAE_9762	83.51
CVAE_9846	72.88
