id	pLDDT_Rank1
ProtGPT2_1004	69.88
ProtGPT2_10201	69.41
ProtGPT2_10445	76.24
ProtGPT2_10493	76.71
ProtGPT2_10514	76.89
ProtGPT2_10651	60.67
ProtGPT2_10808	56.04
ProtGPT2_11298	72.40
ProtGPT2_11332	61.80
ProtGPT2_11479	76.13
ProtGPT2_11486	59.27
ProtGPT2_11672	83.57
ProtGPT2_11685	74.95
ProtGPT2_11797	66.66
ProtGPT2_12416	73.87
ProtGPT2_12578	72.88
ProtGPT2_12634	77.45
ProtGPT2_12718	77.49
ProtGPT2_12767	66.45
ProtGPT2_12768	71.74
ProtGPT2_12830	80.29
ProtGPT2_12933	68.50
ProtGPT2_12976	60.63
ProtGPT2_13145	74.40
ProtGPT2_13165	76.41
ProtGPT2_13231	92.84
ProtGPT2_13280	63.74
ProtGPT2_13500	59.04
ProtGPT2_13590	82.38
ProtGPT2_13649	77.83
ProtGPT2_14008	59.10
ProtGPT2_14259	57.30
ProtGPT2_14395	69.60
ProtGPT2_14699	66.25
ProtGPT2_15334	66.83
ProtGPT2_15499	62.48
ProtGPT2_15696	77.94
ProtGPT2_15771	70.89
ProtGPT2_15859	74.35
ProtGPT2_15884	67.31
ProtGPT2_16121	82.89
ProtGPT2_16526	62.56
ProtGPT2_16668	71.94
ProtGPT2_17043	82.16
ProtGPT2_17098	73.48
ProtGPT2_17110	51.14
ProtGPT2_17129	58.98
ProtGPT2_17157	75.24
ProtGPT2_17380	54.41
ProtGPT2_1764	67.34
ProtGPT2_17693	79.27
ProtGPT2_17699	74.09
ProtGPT2_2220	44.05
ProtGPT2_2674	71.43
ProtGPT2_2882	70.55
ProtGPT2_3013	62.97
ProtGPT2_3018	63.26
ProtGPT2_309	72.86
ProtGPT2_314	75.70
ProtGPT2_3147	81.68
ProtGPT2_3275	60.27
ProtGPT2_329	84.47
ProtGPT2_3477	71.33
ProtGPT2_3500	73.70
ProtGPT2_3823	81.22
ProtGPT2_4011	89.44
ProtGPT2_4173	66.74
ProtGPT2_4435	62.07
ProtGPT2_4657	65.99
ProtGPT2_4669	65.88
ProtGPT2_4833	57.68
ProtGPT2_4918	53.68
ProtGPT2_5041	68.20
ProtGPT2_5096	68.65
ProtGPT2_5136	60.69
ProtGPT2_514	76.40
ProtGPT2_5144	66.69
ProtGPT2_5285	76.59
ProtGPT2_5343	72.03
ProtGPT2_561	73.46
ProtGPT2_5683	57.19
ProtGPT2_6801	56.11
ProtGPT2_7040	78.24
ProtGPT2_7085	79.46
ProtGPT2_71	68.49
ProtGPT2_7676	70.98
ProtGPT2_7743	62.41
ProtGPT2_7816	58.85
ProtGPT2_7956	63.86
ProtGPT2_8134	68.46
ProtGPT2_8554	77.81
ProtGPT2_8795	75.37
ProtGPT2_8935	64.76
ProtGPT2_9391	81.90
ProtGPT2_9445	67.51
ProtGPT2_9463	66.45
ProtGPT2_9536	71.12
ProtGPT2_9627	78.54
ProtGPT2_9693	90.87
ProtGPT2_9848	79.89
