id	pLDDT_Rank1
CVAE_10125	80.63
CVAE_10283	77.43
CVAE_10306	69.93
CVAE_10338	81.93
CVAE_1051	74.05
CVAE_10739	78.68
CVAE_10849	70.25
CVAE_10876	81.33
CVAE_11255	74.49
CVAE_11259	72.74
CVAE_1129	70.21
CVAE_11458	70.85
CVAE_11475	74.33
CVAE_11918	81.18
CVAE_11995	75.35
CVAE_12581	71.58
CVAE_12614	72.84
CVAE_12830	77.78
CVAE_12995	73.07
CVAE_13102	75.96
CVAE_13210	82.44
CVAE_13526	69.31
CVAE_13663	65.96
CVAE_13733	81.40
CVAE_13776	74.19
CVAE_13822	73.92
CVAE_13973	71.98
CVAE_14061	63.38
CVAE_14289	82.98
CVAE_14401	76.56
CVAE_14595	87.84
CVAE_15112	80.87
CVAE_15119	80.70
CVAE_1547	67.22
CVAE_15527	73.04
CVAE_15580	77.03
CVAE_15585	79.50
CVAE_15969	73.72
CVAE_15989	65.59
CVAE_16066	85.45
CVAE_16242	71.28
CVAE_16702	77.93
CVAE_16862	80.64
CVAE_16879	78.00
CVAE_16900	74.68
CVAE_16923	87.57
CVAE_17109	77.86
CVAE_17119	74.03
CVAE_17310	78.06
CVAE_17417	72.44
CVAE_17791	69.54
CVAE_17812	72.45
CVAE_17893	70.49
CVAE_17914	73.08
CVAE_18050	77.85
CVAE_18086	76.84
CVAE_18163	76.47
CVAE_18345	74.82
CVAE_1968	79.53
CVAE_2	72.14
CVAE_2107	78.07
CVAE_2553	80.22
CVAE_2653	76.52
CVAE_3040	68.23
CVAE_3137	64.10
CVAE_3157	73.25
CVAE_3299	79.15
CVAE_339	75.03
CVAE_3405	77.44
CVAE_3907	78.47
CVAE_4109	77.34
CVAE_422	72.57
CVAE_454	73.18
CVAE_4603	81.89
CVAE_4860	80.42
CVAE_4891	75.44
CVAE_4956	90.12
CVAE_5142	83.30
CVAE_5341	74.73
CVAE_5691	79.49
CVAE_63	73.77
CVAE_6599	68.31
CVAE_6772	71.81
CVAE_6777	77.33
CVAE_6912	76.93
CVAE_7173	75.02
CVAE_729	75.03
CVAE_7325	66.95
CVAE_7337	74.72
CVAE_7482	75.92
CVAE_8622	78.48
CVAE_8627	65.91
CVAE_8877	73.18
CVAE_8960	69.82
CVAE_9152	79.47
CVAE_9252	71.49
CVAE_9478	90.05
CVAE_9496	70.39
CVAE_9691	75.91
CVAE_9740	81.07
