id	pLDDT_Rank1
ProtGPT2_10161	71.70
ProtGPT2_10304	68.72
ProtGPT2_10434	71.68
ProtGPT2_10542	74.82
ProtGPT2_10759	84.38
ProtGPT2_10913	79.79
ProtGPT2_11064	74.67
ProtGPT2_11395	64.02
ProtGPT2_11605	77.07
ProtGPT2_11647	77.74
ProtGPT2_11709	73.03
ProtGPT2_11994	68.99
ProtGPT2_12002	73.64
ProtGPT2_1215	74.25
ProtGPT2_12758	56.26
ProtGPT2_12884	63.75
ProtGPT2_12904	68.09
ProtGPT2_1299	73.34
ProtGPT2_13027	66.63
ProtGPT2_1305	70.23
ProtGPT2_13190	75.81
ProtGPT2_13567	71.64
ProtGPT2_1362	62.91
ProtGPT2_13801	74.65
ProtGPT2_13940	76.08
ProtGPT2_14314	77.76
ProtGPT2_14379	73.89
ProtGPT2_1457	77.23
ProtGPT2_1478	73.69
ProtGPT2_15190	91.99
ProtGPT2_15230	55.36
ProtGPT2_15359	61.01
ProtGPT2_15372	73.63
ProtGPT2_15501	58.68
ProtGPT2_15519	87.36
ProtGPT2_15574	59.98
ProtGPT2_16039	76.67
ProtGPT2_16113	68.27
ProtGPT2_16128	62.59
ProtGPT2_16130	76.22
ProtGPT2_16233	75.84
ProtGPT2_16437	68.16
ProtGPT2_16771	81.32
ProtGPT2_16795	74.45
ProtGPT2_17023	61.96
ProtGPT2_1707	72.74
ProtGPT2_17375	71.45
ProtGPT2_17664	66.78
ProtGPT2_17667	54.35
ProtGPT2_17757	63.92
ProtGPT2_17831	77.79
ProtGPT2_2180	71.88
ProtGPT2_2377	69.52
ProtGPT2_2526	80.84
ProtGPT2_2686	60.36
ProtGPT2_2799	65.05
ProtGPT2_2900	56.13
ProtGPT2_300	68.33
ProtGPT2_3318	66.26
ProtGPT2_332	77.92
ProtGPT2_3569	68.36
ProtGPT2_3675	65.26
ProtGPT2_3749	73.44
ProtGPT2_4025	58.34
ProtGPT2_4219	66.12
ProtGPT2_4674	73.29
ProtGPT2_4921	68.13
ProtGPT2_5229	70.87
ProtGPT2_5575	74.59
ProtGPT2_5847	79.27
ProtGPT2_5906	71.58
ProtGPT2_5968	69.07
ProtGPT2_6152	67.97
ProtGPT2_622	74.68
ProtGPT2_6316	79.25
ProtGPT2_6345	80.00
ProtGPT2_6402	71.13
ProtGPT2_6564	85.44
ProtGPT2_6611	64.39
ProtGPT2_6818	66.13
ProtGPT2_6907	87.99
ProtGPT2_6971	68.65
ProtGPT2_7158	75.51
ProtGPT2_7264	72.21
ProtGPT2_7301	66.75
ProtGPT2_7392	71.28
ProtGPT2_7501	75.82
ProtGPT2_7696	65.14
ProtGPT2_7729	85.30
ProtGPT2_7798	73.00
ProtGPT2_7922	78.65
ProtGPT2_7983	68.89
ProtGPT2_8257	74.32
ProtGPT2_8268	82.28
ProtGPT2_8434	81.22
ProtGPT2_8559	69.45
ProtGPT2_877	61.65
ProtGPT2_9334	64.35
ProtGPT2_9836	54.00
ProtGPT2_992	70.42
